assay_chembl_id,assay_organism,assay_type,assay_type_description,description,compound_ids,clinical_trial_stages
CHEMBL4395596,Homo sapiens,F,Functional,Anticancer activity against human THP1 cells assessed as reduction in cell viability incubated for 1 hr by SRB assay,CHEMBL4585629,None
CHEMBL4395597,Homo sapiens,F,Functional,Anticancer activity against human HCT116 cells assessed as reduction in cell viability incubated for 1 hr by SRB assay,CHEMBL4585629,None
CHEMBL4395649,Homo sapiens,F,Functional,Anticancer activity against human HCC2998 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395650,Homo sapiens,F,Functional,Anticancer activity against human SKOV3 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395651,Homo sapiens,F,Functional,Anticancer activity against human HL60 cells assessed as tumour cell growth at 10 uM after 48 hrs by SRB assay relative to control,CHEMBL4583830,None
CHEMBL4395652,Homo sapiens,F,Functional,Anticancer activity against human M14 cells assessed as tumour cell growth at 10 uM after 48 hrs by SRB assay relative to control,CHEMBL4537016,None
CHEMBL4395653,Homo sapiens,F,Functional,Anticancer activity against human K562 cells assessed as tumour cell growth at 10 uM after 48 hrs by SRB assay relative to control,"CHEMBL4549830, CHEMBL4564831, CHEMBL4439271, CHEMBL4530855, CHEMBL4440499, CHEMBL4582669, CHEMBL4541915, CHEMBL4555716, CHEMBL4534072","None, None, None, None, None, None, None, None, None"
CHEMBL4395654,Homo sapiens,F,Functional,Anticancer activity against human RPMI8226 cells assessed as increase in cell death at 10 uM after 48 hrs by SRB assay relative to control,CHEMBL4460810,None
CHEMBL4395655,Homo sapiens,F,Functional,Anticancer activity against human HOP92 cells assessed as increase in cell death at 10 uM after 48 hrs by SRB assay relative to control,CHEMBL4460810,None
CHEMBL4395656,Homo sapiens,F,Functional,Anticancer activity against human HCT116 cells assessed as tumour cell growth at 10 uM after 48 hrs by SRB assay relative to control,"CHEMBL4530855, CHEMBL4440499, CHEMBL4541915, CHEMBL4555716, CHEMBL4534072","None, None, None, None, None"
CHEMBL4395657,Homo sapiens,F,Functional,Anticancer activity against human 786-O cells assessed as increase in cell death at 10 uM after 48 hrs by SRB assay relative to control,CHEMBL4460810,None
CHEMBL4395658,Homo sapiens,F,Functional,Anticancer activity against human PC3 cells assessed as increase in cell death at 10 uM after 48 hrs by SRB assay relative to control,CHEMBL4460810,None
CHEMBL4395659,Homo sapiens,F,Functional,Anticancer activity against human SR cells assessed as tumour cell growth at 10 uM after 48 hrs by SRB assay relative to control,CHEMBL4439271,None
CHEMBL4395660,Homo sapiens,F,Functional,Anticancer activity against human SF539 cells assessed as increase in cell death at 10 uM after 48 hrs by SRB assay relative to control,CHEMBL4582669,None
CHEMBL4395661,Homo sapiens,F,Functional,Anticancer activity against human U251 cells assessed as increase in cell death at 10 uM after 48 hrs by SRB assay relative to control,CHEMBL4582669,None
CHEMBL4395662,Homo sapiens,F,Functional,Anticancer activity against human CCRF-CEM cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395663,Homo sapiens,F,Functional,Anticancer activity against human HL60 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395664,Homo sapiens,F,Functional,Anticancer activity against human K562 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395665,Homo sapiens,F,Functional,Anticancer activity against human MOLT4 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395666,Homo sapiens,F,Functional,Anticancer activity against human RPMI8226 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395667,Homo sapiens,F,Functional,Anticancer activity against human SR cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395668,Homo sapiens,F,Functional,Anticancer activity against human A549 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395669,Homo sapiens,F,Functional,Anticancer activity against human EKVX cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395670,Homo sapiens,F,Functional,Anticancer activity against human HOP62 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395671,Homo sapiens,F,Functional,Anticancer activity against human HOP92 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395672,Homo sapiens,F,Functional,Anticancer activity against human NCI-H226 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395673,Homo sapiens,F,Functional,Anticancer activity against human NCI-H23 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395674,Homo sapiens,F,Functional,Anticancer activity against human NCI-H322M cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395675,Homo sapiens,F,Functional,Anticancer activity against human NCI-H460 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395676,Homo sapiens,F,Functional,Anticancer activity against human NCI-H522 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395677,Homo sapiens,F,Functional,Anticancer activity against human COLO205 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395678,Homo sapiens,F,Functional,Anticancer activity against human HCT116 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395679,Homo sapiens,F,Functional,Anticancer activity against human HCT15 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395680,Homo sapiens,F,Functional,Anticancer activity against human HT-29 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395681,Homo sapiens,F,Functional,Anticancer activity against human KM12 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395682,Homo sapiens,F,Functional,Anticancer activity against human SW620 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395683,Homo sapiens,F,Functional,Anticancer activity against human SF268 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395684,Homo sapiens,F,Functional,Anticancer activity against human SF295 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395685,Homo sapiens,F,Functional,Anticancer activity against human SF539 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395686,Homo sapiens,F,Functional,Anticancer activity against human SNB19 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395687,Homo sapiens,F,Functional,Anticancer activity against human U251 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395688,Homo sapiens,F,Functional,Anticancer activity against human LOXIMVI cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395689,Homo sapiens,F,Functional,Anticancer activity against human MALME-3M cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395690,Homo sapiens,F,Functional,Anticancer activity against human M14 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395691,Homo sapiens,F,Functional,Anticancer activity against human MDA-MB-435 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395692,Homo sapiens,F,Functional,Anticancer activity against human SK-MEL-2 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395693,Homo sapiens,F,Functional,Anticancer activity against human SK-MEL-28 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395694,Homo sapiens,F,Functional,Anticancer activity against human SK-MEL-5 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395695,Homo sapiens,F,Functional,Anticancer activity against human UACC257 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395696,Homo sapiens,F,Functional,Anticancer activity against human UACC62 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395697,Homo sapiens,F,Functional,Anticancer activity against human IGROV1 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395698,Homo sapiens,F,Functional,Anticancer activity against human OVCAR3 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395699,Homo sapiens,F,Functional,Anticancer activity against human OVCAR4 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395700,Homo sapiens,F,Functional,Anticancer activity against human OVCAR5 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395701,Homo sapiens,F,Functional,Anticancer activity against human OVCAR8 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395702,Homo sapiens,F,Functional,Anticancer activity against human NCI/ADR-RES cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395703,Homo sapiens,F,Functional,Anticancer activity against human 786-O cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395704,Homo sapiens,F,Functional,Anticancer activity against human A498 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395705,Homo sapiens,F,Functional,Anticancer activity against human ACHN cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395706,Homo sapiens,F,Functional,Anticancer activity against human Caki1 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395707,Homo sapiens,F,Functional,Anticancer activity against human RXF393 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395708,Homo sapiens,F,Functional,Anticancer activity against human SN12C cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395709,Homo sapiens,F,Functional,Anticancer activity against human TK10 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395710,Homo sapiens,F,Functional,Anticancer activity against human UO31 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395711,Homo sapiens,F,Functional,Anticancer activity against human PC3 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395712,Homo sapiens,F,Functional,Anticancer activity against human DU145 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395713,Homo sapiens,F,Functional,Anticancer activity against human MCF7 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395714,Homo sapiens,F,Functional,Anticancer activity against human MDA-MB-231 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395715,Homo sapiens,F,Functional,Anticancer activity against human Hs578T cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395716,Homo sapiens,F,Functional,Anticancer activity against human BT549 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395717,Homo sapiens,F,Functional,Anticancer activity against human T47D cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,"CHEMBL4460810, CHEMBL4582669, CHEMBL4460810, CHEMBL4582669","None, None, None, None"
CHEMBL4395721,Homo sapiens,F,Functional,Anticancer activity against human HCT116 cells assessed as increase in cell death at 10 uM after 48 hrs by SRB assay relative to control,CHEMBL4460810,None
CHEMBL4395722,Homo sapiens,F,Functional,Anticancer activity against human M14 cells assessed as increase in cell death at 10 uM after 48 hrs by SRB assay relative to control,CHEMBL4460810,None
CHEMBL4396062,Homo sapiens,F,Functional,Anticancer activity against human CCRF-CEM cells measured after 48 hrs by SRB assay,CHEMBL4586365,None
CHEMBL4396063,Homo sapiens,F,Functional,Anticancer activity against human K562 cells measured after 48 hrs by SRB assay,CHEMBL4586365,None
CHEMBL4396064,Homo sapiens,F,Functional,Anticancer activity against human RPMI8226 cells measured after 48 hrs by SRB assay,CHEMBL4586365,None
CHEMBL4396065,Homo sapiens,F,Functional,Anticancer activity against human SR cells measured after 48 hrs by SRB assay,CHEMBL4586365,None
CHEMBL4399067,Homo sapiens,F,Functional,Anticancer activity against human PANC1 cells,CHEMBL3970748,None
CHEMBL4407611,Homo sapiens,F,Functional,Anticancer activity against human PC3 cells,CHEMBL4525662,None
CHEMBL4407612,Homo sapiens,F,Functional,Anticancer activity against human LNCAP cells after 72 to 102 hrs by MTT assay,"CHEMBL4537288, CHEMBL2436865","None, None"
CHEMBL4407613,Homo sapiens,F,Functional,Anticancer activity against human DU145 cells,CHEMBL4525662,None
CHEMBL4407614,Homo sapiens,F,Functional,Anticancer activity against human HL60 cells,"CHEMBL3114588, CHEMBL3114589, CHEMBL4450512, CHEMBL4525662","None, None, None, None"
CHEMBL4407627,Homo sapiens,F,Functional,Anticancer activity against human K562 cells,CHEMBL4525662,None
CHEMBL4407628,Homo sapiens,F,Functional,Anticancer activity against human MOLT4 cells,CHEMBL4525662,None
CHEMBL4407629,Homo sapiens,F,Functional,Anticancer activity against human Jurkat cells,CHEMBL4525662,None
CHEMBL4407630,Homo sapiens,F,Functional,Anticancer activity against human HCT116 cells,"CHEMBL53463, CHEMBL4450512, CHEMBL4525662","4.0, None, None"
CHEMBL4407631,Homo sapiens,F,Functional,Anticancer activity against human HCT8 cells,"CHEMBL3114588, CHEMBL4525662","None, None"
CHEMBL4407632,Homo sapiens,F,Functional,Anticancer activity against human SW620 cells,CHEMBL4525662,None
CHEMBL4407633,Homo sapiens,F,Functional,Anticancer activity against human MX1 cells,CHEMBL4525662,None
CHEMBL4407634,Homo sapiens,F,Functional,Anticancer activity against human Hs578T cells,CHEMBL4525662,None
CHEMBL4407635,Homo sapiens,F,Functional,Anticancer activity against human MDA-MB-231 cells,CHEMBL4525662,None
CHEMBL4407636,Homo sapiens,F,Functional,Anticancer activity against human SF295 cells,"CHEMBL3114588, CHEMBL4525662","None, None"
CHEMBL4407637,Homo sapiens,F,Functional,Anticancer activity against human SF268 cells,CHEMBL4525662,None
CHEMBL4407638,Homo sapiens,F,Functional,Anticancer activity against human MDA-MB-435 cells,"CHEMBL3114588, CHEMBL310980, CHEMBL4525662","None, None, None"
CHEMBL4407639,Homo sapiens,F,Functional,Anticancer activity against human UACC62 cells,CHEMBL4525662,None
CHEMBL4407640,Homo sapiens,F,Functional,Anticancer activity against human NCI-H460 cells,CHEMBL4525662,None
CHEMBL4407642,Homo sapiens,F,Functional,Anticancer activity against human HL60 cells by MTT assay,"CHEMBL4447630, CHEMBL4594201","None, None"
CHEMBL4407643,Homo sapiens,F,Functional,Anticancer activity against human HCT116 cells by MTT assay,"CHEMBL4447630, CHEMBL4594201","None, None"
CHEMBL4407644,Homo sapiens,F,Functional,Anticancer activity against human SF295 cells by MTT assay,"CHEMBL4447630, CHEMBL4594201","None, None"
CHEMBL4407645,Homo sapiens,F,Functional,Anticancer activity against human OVCAR8 cells by MTT assay,"CHEMBL4447630, CHEMBL4594201","None, None"
CHEMBL4407652,Mus musculus,F,Functional,Anticancer activity against mouse L929 cells,CHEMBL4450512,None
CHEMBL4407653,Homo sapiens,F,Functional,Anticancer activity against human MCF7 cells,"CHEMBL53463, CHEMBL4457359, CHEMBL4557370","4.0, None, None"
CHEMBL4407655,Homo sapiens,F,Functional,Anticancer activity against human PC3 cells after 72 to 102 hrs by MTT assay,CHEMBL4537288,None
CHEMBL4407752,Homo sapiens,F,Functional,Anticancer activity against human Jurkat cells,"CHEMBL53463, CHEMBL4527529","4.0, None"
CHEMBL4407753,Homo sapiens,F,Functional,Anticancer activity against human A431 cells,"CHEMBL53463, CHEMBL4527529","4.0, None"
CHEMBL4428276,Homo sapiens,F,Functional,"Anticancer activity against human A549/CDDP cells xenografted in BALB/c nude mouse assessed as tumor growth inhibition at 20 mg/kg, ip administered daily for 15 consecutive days measured every 3 days",CHEMBL4451948,None
CHEMBL4428277,Homo sapiens,F,Functional,"Anticancer activity against human A549/CDDP cells xenografted in BALB/c nude mouse assessed as tumor growth inhibition at 40 mg/kg, ip administered daily for 15 consecutive days measured every 3 days",CHEMBL4451948,None
CHEMBL4433476,Homo sapiens,F,Functional,Anticancer activity against human A549 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay,"CHEMBL1336, CHEMBL4516917, CHEMBL4436488, CHEMBL4521454, CHEMBL4536372, CHEMBL4558158, CHEMBL4517008, CHEMBL4567879, CHEMBL4437803, CHEMBL4584717, CHEMBL4449758, CHEMBL4582195, CHEMBL4467322, CHEMBL4438721, CHEMBL4440653, CHEMBL4513911, CHEMBL4570460, CHEMBL4543044, CHEMBL4466088, CHEMBL4465496, CHEMBL4443510, CHEMBL4529255, CHEMBL4437943, CHEMBL4469407","4.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL4433485,Homo sapiens,F,Functional,Anticancer activity against human PANC1 assessed as reduction in cell viability at 100 uM incubated for 48 hrs by MTT assay relative to control,"CHEMBL4437803, CHEMBL4582195, CHEMBL4437943","None, None, None"
CHEMBL4433486,Homo sapiens,F,Functional,Anticancer activity against human OVCAR3 assessed as reduction in cell viability at 100 uM incubated for 48 hrs by MTT assay relative to control,CHEMBL4437803,None
CHEMBL4433487,Homo sapiens,F,Functional,Anticancer activity against human HT-29 assessed as reduction in cell viability at 100 uM incubated for 48 hrs by MTT assay relative to control,"CHEMBL4437943, CHEMBL4437803, CHEMBL4582195","None, None, None"
CHEMBL4433488,Homo sapiens,F,Functional,Anticancer activity against human 786-O assessed as reduction in cell viability at 100 uM incubated for 48 hrs by MTT assay relative to control,CHEMBL4437803,None
CHEMBL4433489,Homo sapiens,F,Functional,Anticancer activity against human PANC1 assessed as reduction in cell viability incubated for 48 hrs by MTT assay,CHEMBL1336,4.0
CHEMBL4433490,Homo sapiens,F,Functional,Anticancer activity against human OVCAR3 assessed as reduction in cell viability incubated for 48 hrs by MTT assay,CHEMBL1336,4.0
CHEMBL4433491,Homo sapiens,F,Functional,Anticancer activity against human HT-29 assessed as reduction in cell viability incubated for 48 hrs by MTT assay,CHEMBL1336,4.0
CHEMBL4613476,Homo sapiens,F,Functional,Anticancer activity against human HepG2 cells by MTT assay,"CHEMBL4638040, CHEMBL4648324, CHEMBL4646390, CHEMBL4638305, CHEMBL4636405, CHEMBL4635033, CHEMBL4636968","None, None, None, None, None, None, None"
CHEMBL4613477,Homo sapiens,F,Functional,Anticancer activity against human HT-29 cells by MTT assay,"CHEMBL4638040, CHEMBL4648324, CHEMBL4646390, CHEMBL4638305, CHEMBL4636405, CHEMBL4635033, CHEMBL4636968","None, None, None, None, None, None, None"
CHEMBL4613478,Homo sapiens,F,Functional,Anticancer activity against human HL60 cells by MTT assay,"CHEMBL4638040, CHEMBL4648324, CHEMBL4646390, CHEMBL4638305, CHEMBL4636405, CHEMBL4635033, CHEMBL4636968","None, None, None, None, None, None, None"
CHEMBL4613479,Homo sapiens,F,Functional,Anticancer activity against human A549 cells by MTT assay,"CHEMBL4646390, CHEMBL4636405","None, None"
CHEMBL4613480,Homo sapiens,F,Functional,Anticancer activity against human HeLa cells by MTT assay,"CHEMBL4646390, CHEMBL4636405","None, None"
CHEMBL4613553,Homo sapiens,F,Functional,"Potency index, ratio of IC50 for etoposide to IC50 for test compound for anticancer activity against human PANC1 cells after 48 hrs by SRB assay",CHEMBL4646975,None
CHEMBL4613554,Homo sapiens,F,Functional,"Potency index, ratio of IC50 for etoposide to IC50 for test compound for anticancer activity against human A549 cells after 48 hrs by SRB assay",CHEMBL4646975,None
CHEMBL4613555,Homo sapiens,F,Functional,"Potency index, ratio of IC50 for etoposide to IC50 for test compound for anticancer activity against human HCT116 cells after 48 hrs by SRB assay",CHEMBL4646975,None
CHEMBL4613556,Homo sapiens,F,Functional,Anticancer activity against human MCF7/Dox cells after 48 hrs by SRB assay,"CHEMBL4646975, CHEMBL44657","None, 4.0"
CHEMBL4613557,Homo sapiens,F,Functional,"Potency index, ratio of IC50 for etoposide to IC50 for test compound for anticancer activity against human HL60 cells after 48 hrs by SRB assay",CHEMBL4646975,None
CHEMBL4613558,Homo sapiens,F,Functional,Anticancer activity against human MCF7 cells after 48 hrs by SRB assay,"CHEMBL4646975, CHEMBL44657","None, 4.0"
CHEMBL4613559,Homo sapiens,F,Functional,Anticancer activity against human SKOV3 cells after 48 hrs by SRB assay,"CHEMBL4646975, CHEMBL44657","None, 4.0"
CHEMBL4613560,Homo sapiens,F,Functional,Anticancer activity against human PANC1 cells after 48 hrs by SRB assay,"CHEMBL4646975, CHEMBL44657","None, 4.0"
CHEMBL4613561,Homo sapiens,F,Functional,Anticancer activity against human HeLa cells after 48 hrs by SRB assay,"CHEMBL4646975, CHEMBL44657","None, 4.0"
CHEMBL4613562,Homo sapiens,F,Functional,Anticancer activity against human HL60 cells after 48 hrs by SRB assay,"CHEMBL4646975, CHEMBL44657","None, 4.0"
CHEMBL4613563,Homo sapiens,F,Functional,Anticancer activity against human HepG2 cells after 48 hrs by SRB assay,"CHEMBL4646975, CHEMBL44657","None, 4.0"
CHEMBL4613564,Homo sapiens,F,Functional,Anticancer activity against human DU145 cells after 48 hrs by SRB assay,"CHEMBL4646975, CHEMBL44657","None, 4.0"
CHEMBL4613568,Homo sapiens,F,Functional,Anticancer activity against human A549 cells after 48 hrs by SRB assay,"CHEMBL4646975, CHEMBL44657","None, 4.0"
CHEMBL4613569,Homo sapiens,F,Functional,Anticancer activity against human HCT116 cells after 48 hrs by SRB assay,"CHEMBL4646975, CHEMBL44657","None, 4.0"
CHEMBL4613570,Homo sapiens,F,Functional,"Potency index, ratio of IC50 for etoposide to IC50 for test compound for anticancer activity against human HeLa cells after 48 hrs by SRB assay",CHEMBL4646975,None
CHEMBL4613571,Homo sapiens,F,Functional,"Potency index, ratio of IC50 for etoposide to IC50 for test compound for anticancer activity against human DU145 cells after 48 hrs by SRB assay",CHEMBL4646975,None
CHEMBL4613572,Homo sapiens,F,Functional,"Potency index, ratio of IC50 for etoposide to IC50 for test compound for anticancer activity against human SKOV3 cells after 48 hrs by SRB assay",CHEMBL4646975,None
CHEMBL4613573,Homo sapiens,F,Functional,"Potency index, ratio of IC50 for etoposide to IC50 for test compound for anticancer activity against human MCF7 cells after 48 hrs by SRB assay",CHEMBL4646975,None
CHEMBL4613574,Homo sapiens,F,Functional,"Potency index, ratio of IC50 for etoposide to IC50 for test compound for anticancer activity against human MCF7/Dox cells after 48 hrs by SRB assay",CHEMBL4646975,None
CHEMBL4613585,Homo sapiens,F,Functional,Anticancer activity against human K562 cells after 48 to 72 hrs by MTT assay,"CHEMBL4648759, CHEMBL4643762","None, None"
CHEMBL4613586,Homo sapiens,F,Functional,Anticancer activity against human Hep3B cells after 48 to 72 hrs by MTT assay,"CHEMBL4648759, CHEMBL4643762","None, None"
