ID,synonyms
MRC-iPS-26,['Tac']
MRC-iPS-27,['Toe']
MRC-iPS-28,['Junior']
MRC-iPS-29,['Jake']
MRC-iPS-3,"['Chew', 'MRC-iPS-03']"
MRC-iPS-30,['Speckles']
MRC-iPS-31,['Ears']
MRC-iPS-32,['Bob']
MRC-iPS-33,['Alameda']
MRC-iPS-34,['Nipper']
MRC-iPS-35,['Oddball']
MRC-iPS-36,['Tippy']
MRC-iPS-37,['Jersey']
MRC-iPS-38,['Twister']
MRC-iPS-39,['Badger']
MRC-iPS-4,"['Bones', 'MRC-iPS-04']"
MRC-iPS-40,"['Skipper', 'MRC5-iPS#40', 'MRCiPS#40']"
MRC-iPS-41,['Snowball']
MRC-iPS-42,['Ellipses']
MRC-iPS-43,['Pepper']
MRC-iPS-44,['Pinwheel']
MRC-iPS-45,['Jimmies']
MRC-iPS-46,['Buddy']
MRC-iPS-47,['Stripes']
MRC-iPS-48,['Ralph']
MRC-iPS-49,['Nugget']
MRC-iPS-5,"['Princess', 'MRC-iPS-05']"
MRC-iPS-50,['Fang']
MRC-iPS-51,['Windy']
MRC-iPS-52,['Chester']
MRC-iPS-53,['Smoky']
MRC-iPS-54,['Chief']
MRC-iPS-55,['Soho']
MRC-iPS-56,['Drifter']
MRC-iPS-57,['Rufus']
MRC-iPS-58,['Peeve']
MRC-iPS-59,['Moose']
MRC-iPS-6,"['Freckles', 'MRC-iPS-06']"
MRC-iPS-60,['Cosmo']
MRC-iPS-61,['Grinder']
MRC-iPS-62,['Gideon']
MRC-iPS-63,['Snicker']
MRC-iPS-64,['Chance']
MRC-iPS-65,['Squirrel']
MRC-iPS-66,['Tug']
MRC-iPS-67,['Badges']
MRC-iPS-68,['Blunder']
MRC-iPS-69,['Little dipper']
MRC-iPS-7,"['Eight ball', 'MRC-iPS-07']"
MRC-iPS-70,['Zephyr']
MRC-iPS-71,['Chase']
MRC-iPS-72,['Bongo']
MRC-iPS-73,['Soccer']
MRC-iPS-74,['Sparky']
MRC-iPS-75,['Wags']
MRC-iPS-76,['Smudge']
MRC-iPS-77,['Bootsie']
MRC-iPS-78,['Bogey']
MRC-iPS-79,['Otto']
MRC-iPS-8,"['Orion', 'MRC-iPS-08']"
MRC-iPS-80,['Hydrant']
MRC-iPS-81,['Ashes']
MRC-iPS-82,['Typhoon']
MRC-iPS-83,['Snake eyes']
MRC-iPS-84,['Whirlwind']
MRC-iPS-85,['Bluster']
MRC-iPS-86,['Diggity']
MRC-iPS-87,['Scamper']
MRC-iPS-88,['Toffee']
MRC-iPS-89,['Gumball']
MRC-iPS-9,"['Full stop', 'MRC-iPS-09']"
MRC-iPS-90,['Big dipper']
MRC-iPS-91,['Polka']
MRC-iPS-92,['Chocolate chip']
MRC-iPS-93,['Patches']
MRC-iPS-94,['Dab']
MRC-iPS-95,['Inky']
MRC-iPS-96,['Rorschach']
MRC-iPS-97,['Splatter']
MRC-iPS-98,['Fisher']
MRC-iPS-99,['Spindle']
MRC5-iPS12,['MRC5-IPS12']
MRC5-iPS2,['MRC5_iPS2']
MRC5-RiPS-1.11,['MRC5_RiPS_1.11']
MRC5-RiPS-1.8,['MRC5_RiPS_1.8']
MRC5-RiPS-1.9,['MRC5_RiPS_1.9']
MRCC,['HiMet-ccRCC']
mRG1,['mRG1-1']
MRIi001-A,['C6']
MRIi003-A,['HK']
MRIi003-A-1,['MYH10+/-']
MRIi003-A-2,['MYH10-/-']
MRIi003-A-3,['TRPM4+/-']
MRIi003-A-4,['TRPM4-/-']
MRIi003-A-5,"['AAVS-CAG-VSFP heterozygous', 'AAVS1-CAG-VSFP-hetero']"
MRIi003-A-6,"['AAVS-CAG-VSFP homozygous', 'AAVS1-CAG-VSFP-homo']"
MRIi005-A,['LQT1']
MRIi016-A,"['B7', 'Shox2.1']"
MRIi016-A-1,"['B7 ctrl', 'SHOX2 c.*28T>C_isoWT', 'UKHGi017-A-1']"
MRIi016-A-2,"['B7 ctrl SHOX2 KO', 'UKHGi017-A-2']"
MRIi017-A,['TRPM4']
MRIi018-A,['HLHS_375']
MRIi024-A,['Shox2.2']
MRIi025-A,['Noonan 3a']
MRIi026-A,['Noonan 3d']
MRIi027-A,['DMD 01']
MRIi027-A-1,['DMD 51-3']
MRIi028-A,['PPC-4']
MRK-90,"['MRK 90', 'Macaca Radiata Kidney-90']"
MRK-nu-1,"['MRK-NU-1', 'MRK-nu-I', 'Mrk-nu1', 'MRKnu-1', 'MRKnu1', 'MRKNU1']"
MRK-nu-2,['MRK-nu-II']
MRK16,['MRK-16']
MRN-1,['MRN1']
MRO,"['MRO-87-1', 'MRO 87-1', 'MRO-87', 'MRO87-1', 'MRO87', 'RO 87-M-1']"
mRPE,['mouse Retinal Pigmented Epithelium cell line']
MRRL-CH1,"['MRRL-CH-1', 'MRRL-CH 1', 'MRRL-CH', 'CH', 'CH I', 'CM-1']"
MRRL-CH1 clone GV1,"['MRRL-CH1, clone GV1', 'CH1/GV1', 'GV1']"
MRRL-CH2,"[""CH'"", 'CH II']"
MRSS-1,['D2D4']
MRSV2-1,['MRSV-2.1']
MRSV2-4,['MRSV-2.4']
MRT-1,['Miyazaki Renal Tumor-1']
MS [Human HeLa contaminated cell line],['Monkey Stable']
MS-1 [Human lung carcinoma],"['MS-1-L', 'MS1', 'Ms1']"
MS-1 [Mouse bone marrow],['Mouse Stromal-1']
MS-5 [Mouse bone marrow],"['MS5', 'Mouse Stromal-5']"
MS-5-Omi/HTRA2-mCherry,"['MS-5 OMI/HTRA2-mCherry', 'MS-5-Omi-mCherry']"
MS-653-A,['AS 653-HM clone A']
MS-653-G,['AS 653-HM clone G']
MS-9,['PB-MS9']
MS-BR,['Monk Seal-BRain']
MS-D,['Monk Seal-Dispersion']
MS-E,['Monk Seal-Explantation']
MS-EwS-1,"['MS-PES-1', 'MSPES-1']"
MS-EwS-15,['DC-ES-15']
MS-EwS-16,['DC-ES-6']
MS-EwS-3,['MS-PES-3']
MS-EwS-4,"['MS-PES-4', 'MSPES-4']"
MS-EwS-5,"['MS-PES-5', 'MSPES-5']"
MS-EwS-6,['MS-PES-6']
MS-EY,['Monk Seal-EYe-around soft tissue']
MS-HT,['Monk Seal-HearT']
MS-KD,['Monk Seal-KiDney']
MS-LG,['Monk Seal-LunG']
MS-LV,['Monk Seal-LiVer']
MS-SK,['Monk Seal-SKin']
MS-SN,['Monk Seal-SNout']
MS-SP,['Monk Seal-SPleen']
MS-TY,['Monk Seal-ThYroid']
MS-UB,['Monk Seal-Urinary Bladder']
MS1,['mAb-MS1']
MS1-hCD276,"['MS1CD276', 'MS1-clone2 CD276']"
MS18,"['Ms18', 'MS-18']"
Ms704,['MS704']
MS751,"['MS-751', 'MS 751']"
MS924,['Meso924']
MSBr,['Micropterus Salmoides Brain']
MSC 80,"['MSC-80', 'MSC80', 'Mouse Schwann Cell line 80']"
MSC G-CSF#1,['G-CSF#1']
MSC G-CSF#2,['G-CSF#2']
MSC IGF-1#1,['IGF-1#1']
MSC IGF-1#2,['IGF-1#2']
MSC IGF-1#3,['IGF-1#3']
MSC-1,['Mouse Sertoli Cell line-1']
MSC-iPS1,['MSC-IPS1']
MSC-P5,"['MSCP 5', 'MSCP-5', 'MSCP5']"
MSCB9,"['MSC B9', 'B9', 'Mesenchymal stem cells clone B9']"
MSCC-Inv1,['Inv-1']
MSCC-Inv1a,['Inv-1a']
mSDU-hES1,['mSDU-hES 1']
mSDU-hES2,['mSDU-hES 2']
mSDU-hES3,['mSDU-hES 3']
mSDU-hES4,['mSDU-hES 4']
mSDU-hES5,['mSDU-hES 5']
mSDU-hES6,['mSDU-hES 6']
mSDU-hES7,['mSDU-hES 7']
mSDU-hES8,['mSDU-hES 8']
mSDU-hES9,['mSDU-hES 9']
MSE,['Masu Salmon Embryo']
MSF32,['Mongolian Sheep Fibroblast 32']
MSFIB,['Michael Snyder FIBroblast']
mSG-DUC1,['mouse Salivary Gland-DUCtal 1']
mSG-PAC1,['mouse Salivary Gland-Pro-ACinar 1']
MSH,['Micropterus salmoides Heart']
MSH-P3,['Miniature Swine Hypophysis-P3']
MSH3MAB1-1F6,"['MSH3MAB1(1F6)', 'MSH3MAB1', '1F6']"
MSH3MAB10-9B11,"['MSH3MAB10(9B11)', 'MSH3MAB10', '9B11']"
MSH3MAB2-2F11,"['MSH3MAB2(2F11)', 'MSH3MAB2', '2F11']"
MSH3MAB3-5A5,"['MSH3MAB3(5A5)', 'MSH3MAB3', '5A5']"
MSH3MAB4-8E6,"['MSH3MAB4(8E6)', 'MSH3MAB4', '8E6']"
MSH3MAB5-7H12,"['MSH3MAB5(7H12)', 'MSH3MAB5', '7H12']"
MSH3MAB6-5D6,"['MSH3MAB6(5D6)', 'MSH3MAB6', '5D6']"
MSH3MAB7-9E11,"['MSH3MAB7(9E11)', 'MSH3MAB7', '9E11']"
MSH3MAB8-2A9,"['MSH3MAB8(2A9)', 'MSH3MAB8', '2A9']"
MSH3MAB9-7A10,"['MSH3MAB9(7A10)', 'MSH3MAB9', '7A10']"
MSHRIe001-A,['CA1']
MSHRIe001-A-SOX7 control 1,['CA1 NoCre Sox7H']
MSHRIe001-A-SOX7 control 2,['CA1 NoCre Sox7I']
MSHRIe001-A-SOX7 overexpressing 1,['CA1 Cre Sox7H']
MSHRIe001-A-SOX7 overexpressing 2,['CA1 Cre Sox7I']
MSHRIe002-A,['CA2']
MSHRIe002-A-SOX17 control 1,['CA2 NoCre Sox17D']
MSHRIe002-A-SOX17 control 2,['CA2 NoCre Sox17E']
MSHRIe002-A-SOX17 overexpressing 1,['CA2 Cre Sox17D']
MSHRIe002-A-SOX17 overexpressing 2,['CA2 Cre Sox17E']
MSIE,['Mouse Small Intestine Epithelium']
MSiPS,['Michael Snyder iPS']
MSK-921,"['MSK921', 'MSK 921', 'HN 921']"
MSK-922,"['MSK 922', 'MSK922']"
MSK-C5.8G,['C5.8G']
MSK-Leuk1,"['MSK Leuk1', 'MSKleuk1', 'Leuk1']"
MSK-Leuk1S,"['MSK Leuk1S', 'MSKleuk1S']"
MSK-QLL1,"['MSK QLL1', 'MSKQLL1']"
MSK-QLL2,"['MSK QLL2', 'MSKQLL2']"
MSL-G2-Tu6,"['Tu6', 'Tu-6']"
MSLCL,['Michael Snyder LCL']
MSOD,"['M-SOD', 'Mesenchymal Sword of Damocles', 'hTERT-iDS', '196hT-iDS clone 20']"
MSOD-B,['MSOD-BMP2']
MSP-1,['Myeloma Stromal Puente-1']
MSR3-mel,['AUMA']
MSS31,"['MSS-31', 'MSS 31']"
MST-1,['MST1']
MST-2,['MST2']
MST-3,['MST3']
MST1,"['MST', 'GM03161', 'GM3161']"
MSTO-211H,"['MSTO-211 H', 'MSTO211H', 'MSTO-211', '211H', 'MeSoTheliOma-211H']"
MSU-1,['Michigan State University-1']
MSU-1.0,"['MSU 1.0', 'MSU1.0']"
MSU-1.1,['MSU1.1']
MSU-1.1-N-ras 2,['N-Ras-2T']
MSU-1.1-N-ras 3,['N-Ras-3T']
MSU-1.1-S41,['MSU1.1-S41']
MSU-1.1-S62,"['MSU1.1-S62', 'S62']"
MSU-1.1-T24 2,"['MSU-1.1-T24 cell strain 2', 'PHM2']"
MSU-1.1-T24 3,"['MSU-1.1-T24 cell strain 3', 'PHM3']"
MSU-1.1-v-Ki-ras 1,['MSU-1.1 focus-derived cell strain #1']
MSU-1.1-v-Ki-ras 2,['MSU-1.1 focus-derived cell strain #2']
MSU-2,['Michigan State University-2']
MSU-TnT4,['TnT4']
MSUH-001,['MSUH001']
MSUMFH,['Michigan State University Malignant Fibrous Histiocytoma']
MSV.B,['MSV cell line']
MSVIF-TK+,"['MSV-IF+', 'MSV-Interferon']"
mSXL 104,['mSXL104']
mSXL 114,"['mSXL114', 'mSxl114']"
mSXL 18,['mSXL18']
mSXL 5,['mSXL5']
MT [Muntjac],['Indian Muntjac (MT)']
MT-1 [Human leukemia],['FCCH1043']
MT-1 [Human mesothelioma],['UCLA MT-1']
MT-2,"['MT2', 'MT-2J', 'MT-2Org']"
MT-2CB1,"['MT-2CB', 'CB1', 'MT-2Rst']"
MT-2CR1,"['MT-2CR', 'CR1']"
MT-3 [Human contaminated breast cancer],['MT3']
MT-3 [Human mesothelioma],"['UCLA MT-3', 'MT3']"
MT-4,['MT4']
MT-428,['MT428']
MT-45-5-3,"['MT45-5-3', 'MT45']"
MT-5,['M14T5']
MT-6,['MT-6 [Mutatect]']
MT-ALL MN1.1,['MN1.1']
MT-W9/PL,['MTW9/PL']
MT-W9/PL2,['MTW9/PL2']
MT-W9A,['MTW9A']
MT1.K,['MT1K']
Mt1/Mt2 DKO SV40,['SV40-transformed MT-/-']
MT58,"['MT-58', 'CHO-MT58', 'CHO MT58', 'Mutant 58', 'Strain 58', 'CHO strain 58', 'CHO-58']"
MTC-F,['MTC F']
MTC-M,['Medullary Thyroid Carcinoma-Mouse']
MTC-SK,['MTC SK']
MTCQ1,"['Mouse Tongue Carcinoma, 4NQO induced 1']"
MTCQ2,"['Mouse Tongue Carcinoma, 4NQO induced 2']"
MTD,['MT(D)']
MTD-1,['MTD']
mTD-1,['mouse Temporomandibular Disk clone 1']
mTD-11,['mouse Temporomandibular Disk clone 11']
mTD-2,['mouse Temporomandibular Disk clone 2']
mTD-6,['mouse Temporomandibular Disk clone 6']
MTE1,"['MTE-1', 'Mouse Thymic Epithelium 1']"
MTE1D,['Mouse Thymic Epithelium 1D']
MTE1P,['Mouse Thymic Epithelium 1P']
MTE2,"['MTE-2', 'Mouse Thymic Epithelium 2']"
MTE3-19,"['MTE 3.19.11', 'Mouse Thymic Epithelium 3-19']"
MTE4-14,"['MTE 4.14.21', 'Mouse Thymic Epithelium 4-14']"
MTEC1,['Murine Thymic Epithelial Cell line 1']
mTES101-RP(N6002),['6002']
mTES101-RP(N6035),['6035']
MTH52c,['MTH52C']
MTH53a,['MTH53A']
MTKP 97-12,['TKMp97-12']
MTP-GFP,['GFPneu']
MTSV1-7,"['MTSV-1.7', 'MTSV 1.7']"
MTSV1-7 ce1,"['MTSV1-7 CE1', '1-7 CE1', 'ce1', 'ce-1']"
MTSV1-7 HB2,"['MTSV1-7HB2', '1-7HB2', '1-7 HB2', 'HB2']"
MTSV1-7 HB2-Erb-B2,['HB2-Erb-B2']
MTSV1-7 HB2-neo,"['HB2-neo', 'HB2 neo']"
MTSV1-7 HB2-Ras,"['HB2-Ras', 'HB2-ras', 'HB2 Ras']"
MTSV1-7 neo,['MTSV1-7neo']
MTV-L/BALB CL2,['MTV-L/CL2']
mU1,['mouse Uterus 1']
MU13.T,['MU13T']
MU14.K,['MU14K']
MUBi006-A,['CF 001']
MUCC,['Murine Uterine Cervix Cancer']
MUG-CC1,['Medical University of Graz-Clivus Chordoma 1']
MUG-CCArly,['MUG CCArly']
MUG-Chor1,"['MUG-CHOR1', 'MUGCHOR1', 'Medical University of Graz-Chordoma 1']"
MUG-Lucifer-met,['MUG Lucifer met']
MUG-Lucifer-prim,['MUG Lucifer prim']
MUG-Mel1,"['MUG Mel1', 'MUGMel1', 'Medical University of Graz-Melanoma 1']"
MUG-Mel1 clone C8,"['MUG-Mel1 C8', 'MUG-MEL1-C8', 'C8', 'Medical University of Graz-Melanoma 1 clone C8']"
MUG-Mel1 clone D5,"['MUG-Mel1 D5', 'MUG-MEL1-D5', 'D5', 'Medical University of Graz-Melanoma 1 clone D5']"
MUG-Mel2,"['MUG-MEL2', 'MUGMel2', 'Medical University of Graz-Melanoma 2']"
MUG-Myx1,['Medical University of Graz-Myxofibrosarcoma 1']
MUG-Myx2a,['Medical University of Graz-Myxofibrosarcoma 2a']
MUG-Myx2b,['Medical University of Graz-Myxofibrosarcoma 2b']
MUi001-A,['MU001.A-hiPS']
MUi002-A,['MU002.A-hiPS']
MUi010-A,['MYH9']
MUi011-A,"['MU011.A-hiPS', 'Hb Bart-iPS']"
MUi015-A,['RB1']
MUi025-A,['SeV-iPSC33']
MUi026-A,"['MU012.C4', 'S1C4']"
MUi027-A,['MU013.C2']
MUi029-A,['Gaucher iPSC1']
MUi030-A,"['Gaucher iPSC2', 'GD022']"
MUi031-A,['Gaucher iPSC3']
MUi033-A,['020HbE']
MUi034-A,"['homoHbCS iPSC', 'MU018.C11']"
Muk-BL,"['MUK-BL', 'MUK', 'Muk']"
MUL [Human B-cell IHW],"['TER110', 'TER-110', 'Ter 110', 'TER251', 'TER-251', 'Ter 251', 'TER350', 'TER-350', 'Ter 350', 'TER435', 'TER-435', 'Ter 435', 'Terasaki B-cell 251']"
MuM-2B,"['MUM-2B', 'MUM2B', 'Mum2B']"
MuM-2C,"['MUM-2C', 'MUM2C', 'Mum2C']"
MUNIe001-A,"['CCTL 6', 'CCTL-6', 'CCTL6', 'Center for Cell Therapy Line 6']"
MUNIe002-A,"['CCTL 8', 'CCTL-8', 'CCTL8', 'Center for Cell Therapy Line 8']"
MUNIe003-A,"['CCTL 9', 'CCTL-9', 'CCTL9', 'Center for Cell Therapy Line 9']"
MUNIe004-A,"['CCTL 10', 'CCTL-10', 'CCTL10', 'Center for Cell Therapy Line 10']"
MUNIe005-A,"['CCTL 12', 'CCTL-12', 'CCTL12', 'CCTL-12 p143', 'Center for Cell Therapy Line 12']"
MUNIe006-A,"['CCTL 13', 'CCTL-13', 'CCTL13', 'Center for Cell Therapy Line 13']"
MUNIe007-A,"['CCTL 14', 'CCTL-14', 'CCTL14', 'Center for Cell Therapy Line 14']"
MUNIe008-A,['MUES 8']
MUNIe009-A,['MUES 9']
MUNIe010-A,['MUES 10']
MUNIe011-A,['MUES 11']
MUNIe012-A,['MUES 12']
MUNIi001-A,['DMD02']
MUNIi002-A,['MDMD02']
MUNIi003-A,['DMD03']
MUNIi004-A,['DMD04']
MUNIi005-A,['fAD1']
MUNIi006-A,['fAD2']
MUNIi007-A,"['ADF81', 'fAD3']"
MUNIi008-A,"['fCTRL1', 'fHC1', 'fWT1', 'WTM52']"
MUNIi009-A,"['fCTRL2', 'fHC2', 'fWT2', 'WTF50']"
MUNIi010-A,"['fCTRL3', 'fHC3', 'fWT3', 'WTF80']"
MUNIi011-A,"['BAD1', 'sAD1']"
MUNIi012-A,"['BAD2', 'sAD2']"
MUNIi013-A,"['BAD4', 'sAD3']"
MUNIi014-A,"['BHC2', 'sCTRL1', 'sHC1']"
MUNIi015-A,"['BHC1', 'sCTRL2', 'sHC2']"
MUNIi016-A,"['BHC3', 'sCTRL3', 'sHC3']"
MUNIi017-A,['BWT3']
MUNIi019-A,"['NBS-M', 'NBS']"
MUNIi020-A,['sHC5']
MUNIi021-A,['sAD5']
Muraoka,['MURAOKA']
Murtaugh001,['Sp1']
Murtaugh002,['LN2']
Murtaugh003,['LN1']
MUSCSDi001-A,"['iPSC-K3', 'iPSK3']"
MUSCSDi001-A-1,['PCCB delta14/delta29']
MUSCSDi001-A-2,['PCCB delta19/delta481']
MUSIe001-A,['SiBHF1']
MUSIe002-A,['Si4 hESC']
MUSIe002-A-1,['Si4 YAP-KD']
MUSIi001-A,['SFiPSC01']
MUSIi001-A-1,['B2M-KO-SFiPSC5']
MUSIi001-A-2,['HLA-I/II-null SFiPSCs']
MUSIi004-A,['EFSCA3-01.1']
MUSIi005-A,['SUiPSC02']
MUSIi006-A,['SKiPSC02']
MUSIi007-A,['SeV-iPSC']
MUSIi008-A,['KLF1_2-iPSC']
MUSIi009-A,['HDF-iPSC']
MUSIi009-A-1,['p.A735V-SCN5A hiPSC_4.3']
MUSIi010-A,"['SFAGA-02.8', 'iPSC AGA2-08']"
MUSIi011-A,['STiPSC01.1']
MUSIi011-B,['STiPSC01.8']
MUSIi012-A,['SiPSC3.6']
MUSIi012-A-1,"['WWTR1/TAZ-KO', 'WWTR1-KO']"
MUSIi012-A-2,"['YAP-KD', 'YAP-KD iPSC']"
MUSIi012-A-3,"['LATS1-KD', 'LATS1-KD iPSC', 'LATS1-KO']"
MUSIi012-A-4,"['SiPSC3.6-RUNX1C-5-18', 'SiPSC3.6-RUNX1c']"
MUSIi012-A-5,"['Si3-YAP-S5A', 'YAP-S5A iPSC']"
MUSIi013-A,['CBNK-iPSC']
MUSIi014-A,['M007-III-1']
MUSIi015-A,['M007-III-7']
MUSIi016-A,['TyO']
MUSIi017-A,['Oneg']
MUSIi017-A-1,['Oneg-YAP-KD']
MUSIi017-A-2,['Oneg-S5A']
MUSIi018-A,['T-iPSC']
MUSIi019-A,['SLC4A1-21-C1']
MUSIi020-A,['T-iPSC3']
MUSIi021-A,['EFSCA3-02.2']
MUSIi022-A,['iPSC AGA1-01']
MuSS,"['MUSS', 'Murine Sarcoma Sendai']"
MUTJ,"['MutJ', 'MUT-J', 'Mut-J']"
Mutu-1,"['MUTU-1', 'Mutu 1', 'Mutu1', 'MUTU1', 'MUTU-BL group I', 'Mutu I', 'Mutu-I', 'MutuI', 'MUTU-BL', 'MUTU BL', 'Mutu.BL', 'Mutu', 'Mutuku']"
Mutu-3,"['Mutu 3', 'Mutu3', 'MUTU-BL group III', 'Mutu III', 'Mutu-III', 'Mutu III-BL', 'MutuIII']"
Mutu-LCL,"['MUTU-LCL', 'Mutu.LCL', 'Mutu LCL', 'MutuI-LCL']"
MUTZ-1,"['Mutz-1', 'MUTZ1', 'Menschliche Und Tierische Zellkulture-1']"
MUTZ-11,"['MUTZ11', 'Menschliche Und Tierische Zellkulture-11']"
MUTZ-2,"['MUTZ2', 'Mutz2', 'Menschliche Und Tierische Zellkulture-2']"
MUTZ-3,"['Mutz-3', 'MUTZ3', 'Mutz3', 'Menschliche Und Tierische Zellkulture-3']"
MUTZ-5,"['Mutz-5', 'MUTZ5', 'Menschliche Und Tierische Zellkulture-5']"
MUTZ-6,"['MUTZ6', 'Menschliche Und Tierische Zellkulture-6']"
MUTZ-7,"['MUTZ7', 'Menschliche Und Tierische Zellkulture-7']"
MUTZ-8,"['MUTZ8', 'Menschliche Und Tierische Zellkulture-8']"
MV-3D9,"['Mv-3D9', 'Mv 3D9', 'MV3D9', 'Mv3D9']"
MV-4-11B,"['MV-4-11-B', 'MV-4-11b']"
MV-522,"['MV522', 'Metastatic Variant-522', 'Metastatic Variant 522', 'Line 522']"
Mv1Lu,"['Mv 1 Lu (NBL-7)', 'NBL-7', 'Mv 1 Lu', 'MV 1 LU', 'Mv1.Lu', 'Mv.1.Lu', 'MV-1-Lu', 'Mink', 'Mink Lung']"
MV3,"['MV-3', 'MV 3']"
MV4-11,"['MV-4-11', 'MV-4:11', 'MV4:11', 'MV 4', '11', 'MV4', '11', 'MV411', 'MV(4', '11)', 'MV4II']"
MV522/MDR1,['MV522/mdr1 Q6']
MVA-RCC-A36,['A36']
MVA-RCC-A6H,['A6H']
MVA-RCC-C5H,['C5H']
MVA-RCC-D5D,['D5D']
Mvi/It,['MVI-it']
MVL,"['GM06826', 'GM06826A']"
MVLN,"['MVLN 15-C7', 'MVLN-15-C7', 'MCF-7 Vit Luc Neo']"
MVPK-1,"['MVPK 1', 'MVPK', 'Mengeling-Vaughn Porcine Kidney-1']"
Mvt1,"['MVT1', 'Mvt-1', 'MVT-1']"
MVX-1,['MaxiVaX-1']
MVX-2,"['MaxiVaX-2', 'huGM-CSF clone 61.27', 'Clone #61.27']"
MW10,['MW 10']
Mw1Ht,['MW1H']
Mw2Lu,['MW2.Lu']
MWCL-1,"['MWCL.1', 'MWCL1']"
MWF,"['GM03162', 'GM 3162', 'GM3162']"
Mwika,"['MWIKA', 'Mwi-BL', 'MWI-BL', 'MWI', 'Mwi']"
MWRIi001-A-3,['Tex11_1260Ins(TT)']
MX-1,"['MX1', 'MXI']"
My 43.51,['My 43']
My-C-cC0C2-235-3H8,['anti-My-C-cC0C2-235-3H8']
My-C-cC0C2-259-1A4,['anti-My-C-cC0C2-259-1A4']
My-La CD4+,"['My-La, marker chromosome']"
My-La CD8+,"['My-La 46,XY-18+i(18q)', 'My-La 46,XY,i(18q)']"
MY-M12,"['MY clone M12', 'MYM12']"
MY-M13,['MY clone M13']
MY904,"['MY-904', '904']"
MYA-1,['MYAzawa-1']
MYB 2-3.76,"['MYB2-3.76', 'Myb2-3']"
MYB 2-32,['Myb2-32']
MYB 2-37.63,"['MYB2-37.63', 'Myb2-37']"
MYB 2-7.77,"['MYB2-7.77', 'Myb2-7']"
MYC 1-9E10.2,"['MYC1-9E10.2', '9E10']"
MYC CT 14-G4.3,"['MYCCT 14-G4.3', 'CT14-G4']"
MYC CT 9-B7.3,"['MYCCT9-B7.3', 'CT9-B7']"
Myc1-3C7,['Mycl-3C7']
Myc1-8F9,['Mycl-8F9']
Myc1-9E10,"['Mycl-9E10', '9E10']"
MYCN-2 Tet-on,"['MYCN-2', 'MYCN2']"
MYCN-3 Tet-on,['MYCN-3']
MYD88 KO (C57/129),['MYD88 KO (C57/129) Macrophage Cell Line']
MyDauBrain/48,['MyDauBrain-48']
MyDauBrain/48B,['MyDauBrain-48B']
MyDauDa/46,['MyDauDa-46']
MyDauLu/47,['MyDauLu-47']
MyEnd,"['MyEND', 'Myocardial Endothelial']"
Myf5 Myod1 DKO MEF 2C5/7,"['2C5/7', 'dblKO', 'MyoD-null/Myf5-null dblKO']"
MyglaAEC.B,['Myodes glareolus Airway Epithelial Cells B']
MyLa 1850,['MyLa1850']
MyLa 1885,"['MyLa1885', 'MF1885']"
MyLa 1928,"['MyLa1928', 'MF1928']"
MyLa 1929,['MyLa1929']
MyLa 2000,"['MyLa2000', 'MF2000']"
MyLa 2039,"['MyLa2039', 'My-La 2039']"
MyLa 2059,"['MyLa2059', 'My-La 2059', 'MF2059']"
MyLa 2355,['MyLa2355']
MyLa 3241,['MyLa3241']
MyLa 3675,"['MyLa3675', 'MF3675']"
MYP30,['MYP-30']
MZ-1-EBV-B,"['MZ-PC-1-EBV-LCL', 'MZ1-B', 'MZ1B']"
MZ-7-EBV-B,"['MZ-7-B', 'MZ7-B', 'MZ7B']"
Mz-ChA-1,"['MZ CHA-1', 'Mz-ChA1', 'MzChA-1', 'MzChA1']"
Mz-ChA-2,"['MZ CHA-2', 'Mz-ChA2', 'MzChA-2', 'MzChA2']"
Mz-ChA-3,"['MZ CHA-3', 'MZ-CHA-3']"
MZ-CO-1,"['MZ CO-1', 'MZ-Co 1', 'MainZ-COlon cancer-1']"
MZ-CRC-1,['MZCRC1']
MZ-GC-2,['MzGC2']
Mz-Hep-1,"['MzHep1', 'Mainz-Hepatoma-1']"
MZ-LC-1,['MainZ-Lung Cancer-1']
MZ-MEL-11,['MZ-Mel-11']
MZ-MEL-12,"['MZ-Mel-12', 'MZ12-MEL']"
MZ-MEL-13,"['MZ-Mel-13', 'Mz-Mel-13', 'MZ MEL 13', 'MZ Mel 13', 'MZ13-MEL']"
MZ-MEL-18,['MZ-Mel-18']
MZ-MEL-19,"['MZ-Mel-19', 'Mz-Mel-19', 'MZ Mel 19', 'Mz-19', 'MZ19']"
MZ-MEL-19/B-LCL,['MZ-Mel-19/B-LCL']
MZ-MEL-2,"['Mz-Mel-2', 'MZ Mel 2', 'MZ-2 Mel', 'MZ2-MEL', 'MZ2-Mel', 'MZ2-mel', 'MZ2MEL']"
MZ-MEL-3.1,"['MZ-Mel-3.1', 'MZ-Mel-3', 'MzMel3']"
MZ-MEL-4,"['Mz-Mel-4', 'MZ Mel 4']"
MZ-MEL-5,"['MZ-Mel-5', 'Mz-Mel-5', 'MZ MEL 5', 'MZ5-MEL']"
MZ-MEL-6,['MZ-Mel-6']
MZ-MEL-7,"['MZ-Mel-7', 'MZ7-MEL', 'MZ7-mel', 'MZ7MEL', 'MZ7']"
MZ-MEL-9,"['MZ-Mel-9', 'MZ9-MEL', 'MZ9MEL']"
MZ-NKC-1790,['MainZ-Normal Kidney Cell-1790']
MZ-NKC-1795,['MainZ-Normal Kidney Cell-1795']
